Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Overall_Impact
305,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Japan,2.8,LINE,No,8.8,8.0,Neutral
306,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Italy,5.0,Instagram,Yes,7.1,5.0,Negative
307,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,South Korea,4.3,KakaoTalk,Yes,7.5,6.0,Negative
308,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Russia,3.8,VKontakte,No,8.2,7.0,Positive
309,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,USA,7.0,TikTok,Yes,5.1,4.0,Negative
310,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,UK,4.7,Instagram,Yes,6.9,6.0,Negative
311,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Australia,4.0,Facebook,No,7.8,7.0,Positive
312,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Germany,3.2,Instagram,No,8.3,8.0,Positive
313,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Japan,2.7,LINE,No,8.9,8.0,Neutral
314,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Italy,4.9,TikTok,Yes,7.2,5.0,Negative
315,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,South Korea,4.2,KakaoTalk,Yes,7.6,6.0,Negative
316,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Russia,3.7,VKontakte,No,8.3,7.0,Positive
317,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,USA,7.1,Instagram,Yes,5.0,4.0,Negative
318,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,UK,4.6,Facebook,Yes,7.0,6.0,Negative
319,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Australia,3.9,Instagram,No,7.9,7.0,Positive
320,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Germany,3.1,Facebook,No,8.4,8.0,Positive
321,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Spain,5.2,Instagram,Yes,6.8,6.0,Negative
322,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Denmark,4.1,Facebook,No,7.8,8.0,Positive
323,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Ireland,5.0,Instagram,Yes,7.0,7.0,Negative
324,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,5.8,WhatsApp,Yes,6.5,5.0,Negative
325,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Switzerland,4.0,Instagram,No,7.9,8.0,Positive
326,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Turkey,5.5,Instagram,Yes,6.7,6.0,Negative
327,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,USA,6.8,TikTok,Yes,5.5,5.0,Negative
328,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Mexico,5.6,WhatsApp,Yes,6.6,6.0,Negative
329,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,France,4.5,Instagram,No,7.5,7.0,Positive
330,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Canada,5.3,Instagram,Yes,6.9,6.0,Negative
331,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Spain,5.1,TikTok,Yes,6.7,6.0,Negative
332,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Denmark,3.9,Facebook,No,7.9,8.0,Positive
333,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Ireland,4.8,Instagram,Yes,7.1,7.0,Negative
334,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,5.9,WhatsApp,Yes,6.4,5.0,Negative
335,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Switzerland,3.8,Instagram,No,8.0,8.0,Positive
336,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Turkey,5.4,TikTok,Yes,6.8,6.0,Negative
337,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,USA,6.9,Instagram,Yes,5.4,5.0,Negative
338,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Mexico,5.7,WhatsApp,Yes,6.5,6.0,Negative
339,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,France,4.4,Instagram,No,7.6,7.0,Positive
340,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Canada,5.2,TikTok,Yes,7.0,6.0,Negative
341,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Spain,5.0,Instagram,Yes,6.9,6.0,Negative
342,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Denmark,3.8,Facebook,No,8.0,8.0,Positive
343,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Ireland,4.7,TikTok,Yes,7.2,7.0,Negative
344,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,6.0,WhatsApp,Yes,6.3,5.0,Negative
345,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Switzerland,3.7,Instagram,No,8.1,8.0,Positive
346,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Turkey,5.3,Instagram,Yes,6.9,6.0,Negative
347,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,USA,7.0,TikTok,Yes,5.3,5.0,Negative
348,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Mexico,5.8,WhatsApp,Yes,6.4,6.0,Negative
349,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,France,4.3,Instagram,No,7.7,7.0,Positive
350,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Canada,5.1,Instagram,Yes,7.1,6.0,Negative
351,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Spain,4.9,TikTok,Yes,7.0,6.0,Negative
352,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Denmark,3.7,Facebook,No,8.1,8.0,Positive
353,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Ireland,4.6,Instagram,Yes,7.3,7.0,Negative
354,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,6.1,WhatsApp,Yes,6.2,5.0,Negative
355,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Switzerland,3.6,Instagram,No,8.2,8.0,Positive
356,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Turkey,5.2,TikTok,Yes,7.0,6.0,Negative
357,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,USA,7.1,Instagram,Yes,5.2,5.0,Negative
358,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Mexico,5.9,WhatsApp,Yes,6.3,6.0,Negative
359,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,France,4.2,Instagram,No,7.8,7.0,Positive
360,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Canada,5.0,TikTok,Yes,7.2,6.0,Negative
361,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Spain,4.8,Instagram,Yes,7.1,6.0,Negative
362,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Denmark,3.6,Facebook,No,8.2,8.0,Positive
363,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Ireland,4.5,TikTok,Yes,7.4,7.0,Negative
364,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,6.2,WhatsApp,Yes,6.1,5.0,Negative
365,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Switzerland,3.5,Instagram,No,8.3,8.0,Positive
366,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Turkey,5.1,Instagram,Yes,7.1,6.0,Negative
367,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,USA,7.2,TikTok,Yes,5.1,5.0,Negative
368,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Mexico,6.0,WhatsApp,Yes,6.2,6.0,Negative
369,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,France,4.1,Instagram,No,7.9,7.0,Positive
370,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Canada,4.9,Instagram,Yes,7.3,6.0,Negative
371,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Spain,4.7,TikTok,Yes,7.2,6.0,Negative
372,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Denmark,3.5,Facebook,No,8.3,8.0,Positive
373,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Ireland,4.4,Instagram,Yes,7.5,7.0,Negative
374,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,6.3,WhatsApp,Yes,6.0,5.0,Negative
375,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Switzerland,3.4,Instagram,No,8.4,8.0,Positive
376,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Turkey,5.0,TikTok,Yes,7.2,6.0,Negative
377,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,USA,7.3,Instagram,Yes,5.0,5.0,Negative
378,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Mexico,6.1,WhatsApp,Yes,6.1,6.0,Negative
379,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,France,4.0,Instagram,No,8.0,7.0,Positive
380,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Canada,4.8,TikTok,Yes,7.4,6.0,Negative
381,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Spain,4.6,Instagram,Yes,7.3,6.0,Negative
382,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Denmark,3.4,Facebook,No,8.4,8.0,Positive
383,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Ireland,4.3,TikTok,Yes,7.6,7.0,Negative
384,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,6.4,WhatsApp,Yes,5.9,5.0,Negative
385,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Switzerland,3.3,Instagram,No,8.5,8.0,Positive
386,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Turkey,4.9,Instagram,Yes,7.3,6.0,Negative
387,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,USA,7.4,TikTok,Yes,4.9,5.0,Negative
388,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Mexico,6.2,WhatsApp,Yes,6.0,6.0,Negative
389,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,France,3.9,Instagram,No,8.1,7.0,Positive
390,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Canada,4.7,Instagram,Yes,7.5,6.0,Negative
391,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Spain,4.5,TikTok,Yes,7.4,6.0,Negative
392,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Denmark,3.3,Facebook,No,8.5,8.0,Positive
393,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Ireland,4.2,Instagram,Yes,7.7,7.0,Negative
394,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,6.5,WhatsApp,Yes,5.8,5.0,Negative
395,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Switzerland,3.2,Instagram,No,8.6,8.0,Positive
396,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Turkey,4.8,TikTok,Yes,7.4,6.0,Negative
397,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,USA,7.5,Instagram,Yes,4.8,5.0,Negative
398,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Mexico,6.3,WhatsApp,Yes,5.9,6.0,Negative
399,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,France,3.8,Instagram,No,8.2,7.0,Positive
400,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Canada,4.6,TikTok,Yes,7.6,6.0,Negative
401,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Spain,4.4,Instagram,Yes,7.5,6.0,Negative
402,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Denmark,3.2,Facebook,No,8.6,8.0,Positive
403,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Ireland,4.1,TikTok,Yes,7.8,7.0,Negative
404,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,6.6,WhatsApp,Yes,5.7,5.0,Negative
405,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Switzerland,3.1,Instagram,No,8.7,8.0,Positive
406,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Turkey,4.7,Instagram,Yes,7.5,6.0,Negative
407,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,USA,7.6,TikTok,Yes,4.7,5.0,Negative
408,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Mexico,6.4,WhatsApp,Yes,5.8,6.0,Negative
409,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,France,3.7,Instagram,No,8.3,7.0,Positive
410,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Canada,4.5,Instagram,Yes,7.7,6.0,Negative
411,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Spain,4.3,TikTok,Yes,7.6,6.0,Negative
412,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Denmark,3.1,Facebook,No,8.7,8.0,Positive
413,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Ireland,4.0,Instagram,Yes,7.9,7.0,Negative
414,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,6.7,WhatsApp,Yes,5.6,5.0,Negative
415,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Switzerland,3.0,Instagram,No,8.8,8.0,Positive
416,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Turkey,4.6,TikTok,Yes,7.6,6.0,Negative
417,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,USA,7.7,Instagram,Yes,4.6,5.0,Negative
418,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Mexico,6.5,WhatsApp,Yes,5.7,6.0,Negative
419,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,France,3.6,Instagram,No,8.4,7.0,Positive
420,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Canada,4.4,TikTok,Yes,7.8,6.0,Negative
421,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Spain,4.2,Instagram,Yes,7.7,6.0,Negative
422,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Denmark,3.0,Facebook,No,8.8,8.0,Positive
423,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Ireland,3.9,TikTok,Yes,8.0,7.0,Negative
424,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,6.8,WhatsApp,Yes,5.5,5.0,Negative
425,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Switzerland,2.9,Instagram,No,8.9,8.0,Positive
426,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Turkey,4.5,Instagram,Yes,7.7,6.0,Negative
427,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,USA,7.8,TikTok,Yes,4.5,5.0,Negative
428,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Mexico,6.6,WhatsApp,Yes,5.6,6.0,Negative
429,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,France,3.5,Instagram,No,8.5,7.0,Positive
430,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Canada,4.3,Instagram,Yes,7.9,6.0,Negative
431,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Spain,4.1,TikTok,Yes,7.8,6.0,Negative
432,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Denmark,2.9,Facebook,No,8.9,8.0,Positive
433,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Ireland,3.8,Instagram,Yes,8.1,7.0,Negative
434,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,6.9,WhatsApp,Yes,5.4,5.0,Negative
435,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Switzerland,2.8,Instagram,No,9.0,8.0,Positive
436,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Turkey,4.4,TikTok,Yes,7.8,6.0,Negative
437,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,USA,7.9,Instagram,Yes,4.4,5.0,Negative
438,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Mexico,6.7,WhatsApp,Yes,5.5,6.0,Negative
439,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,France,3.4,Instagram,No,8.6,7.0,Positive
440,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Canada,4.2,TikTok,Yes,8.0,6.0,Negative
441,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Spain,4.0,Instagram,Yes,7.9,6.0,Negative
442,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Denmark,2.8,Facebook,No,9.0,8.0,Positive
443,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Ireland,3.7,TikTok,Yes,8.2,7.0,Negative
444,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,7.0,WhatsApp,Yes,5.3,5.0,Negative
445,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Switzerland,2.7,Instagram,No,9.1,8.0,Positive
446,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Turkey,4.3,Instagram,Yes,7.9,6.0,Negative
447,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,USA,8.0,TikTok,Yes,4.3,5.0,Negative
448,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Mexico,6.8,WhatsApp,Yes,5.4,6.0,Negative
449,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,France,3.3,Instagram,No,8.7,7.0,Positive
450,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Canada,4.1,Instagram,Yes,8.1,6.0,Negative
451,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Spain,3.9,TikTok,Yes,8.0,6.0,Negative
452,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Denmark,2.7,Facebook,No,9.1,8.0,Positive
453,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Ireland,3.6,Instagram,Yes,8.3,7.0,Negative
454,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,7.1,WhatsApp,Yes,5.2,5.0,Negative
455,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Switzerland,2.6,Instagram,No,9.2,8.0,Positive
456,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Turkey,4.2,TikTok,Yes,8.0,6.0,Negative
457,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,USA,8.1,Instagram,Yes,4.2,5.0,Negative
458,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Mexico,6.9,WhatsApp,Yes,5.3,6.0,Negative
459,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,France,3.2,Instagram,No,8.8,7.0,Positive
460,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Canada,4.0,TikTok,Yes,8.2,6.0,Negative
461,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Spain,3.8,Instagram,Yes,8.1,6.0,Negative
462,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Denmark,2.6,Facebook,No,9.2,8.0,Positive
463,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Ireland,3.5,TikTok,Yes,8.4,7.0,Negative
464,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,7.2,WhatsApp,Yes,5.1,5.0,Negative
465,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Switzerland,2.5,Instagram,No,9.3,8.0,Positive
466,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Turkey,4.1,Instagram,Yes,8.1,6.0,Negative
467,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,USA,8.2,TikTok,Yes,4.1,5.0,Negative
468,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Mexico,7.0,WhatsApp,Yes,5.2,6.0,Negative
469,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,France,3.1,Instagram,No,8.9,7.0,Positive
470,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Canada,3.9,Instagram,Yes,8.3,6.0,Negative
